446,72361	102968	
449,7685	101190	
452,81223	100619	
455,85481	99631	
458,89624	98268	
461,93651	97889	
464,97562	97158	
468,01358	97125	
471,05039	96485	
474,08605	95344	
477,12055	96046	
480,1539	94339	
483,1861	94917	
486,21715	94488	
489,24704	94565	
492,27579	95097	
495,30339	95310	
498,32983	95335	
501,35513	96109	
504,37928	96030	
507,40228	95422	
510,42413	95292	
513,44484	95127	
516,4644	95420	
519,48281	95117	
522,50007	95412	
525,51619	94138	
528,53117	94452	
531,545	94649	
534,55768	95046	
537,56923	95894	
540,57962	95163	
543,58888	95284	
546,59699	96486	
549,60396	98006	
552,60979	96665	
555,61448	95963	
558,61803	96919	
561,62043	97697	
564,6217	97725	
567,62182	98453	
570,62081	99534	
573,61866	100461	
576,61537	100265	
579,61094	101254	
582,60538	103305	
585,59868	103789	
588,59084	105502	
591,58186	105685	
594,57175	104690	
597,5605	104620	
600,54812	104250	
603,53461	102594	
606,51996	101929	
609,50418	98789	
612,48726	96551	
615,46921	95058	
618,45003	93412	
621,42972	92579	
624,40828	92210	
627,3857	92850	
630,36199	92508	
633,33716	92068	
636,31119	90544	
639,2841	90333	
642,25588	90803	
645,22652	90674	
648,19604	91473	
651,16444	90495	
654,1317	90588	
657,09784	91026	
660,06285	90399	
663,02674	90395	
665,9895	89955	
668,95114	90684	
671,91165	90890	
674,87104	90203	
677,82931	89310	
680,78645	89161	
683,74247	89187	
686,69736	89482	
689,65114	89009	
692,60379	88731	
695,55532	88838	
698,50573	88364	
701,45502	88732	
704,4032	89128	
707,35025	88494	
710,29618	87498	
713,241	88533	
716,18469	88513	
719,12727	87792	
722,06874	89030	
725,00908	88892	
727,94831	88511	
730,88642	89342	
733,82342	89953	
736,7593	90413	
739,69407	91889	
742,62773	92558	
745,56027	93109	
748,49169	93327	
751,42201	94341	
754,35121	96438	
757,2793	95542	
760,20628	96135	
763,13215	95751	
766,0569	94334	
768,98055	92564	
771,90309	90561	
774,82452	89686	
777,74483	87217	
780,66404	86570	
783,58215	86509	
786,49914	85385	
789,41503	85743	
792,32981	85897	
795,24348	84866	
798,15605	84743	
801,06751	84543	
803,97787	84435	
806,88712	84670	
809,79527	85337	
812,70232	85395	
815,60826	84885	
818,5131	85007	
821,41684	85113	
824,31947	84438	
827,221	84322	
830,12143	85103	
833,02077	84379	
835,919	84554	
838,81613	83656	
841,71216	83470	
844,60709	83860	
847,50092	83346	
850,39366	84008	
853,2853	83672	
856,17584	83873	
859,06528	82496	
861,95363	83239	
864,84088	82460	
867,72704	82986	
870,6121	83125	
873,49606	82400	
876,37894	83101	
879,26071	83382	
882,1414	81396	
885,02099	83338	
887,89949	81947	
890,7769	82295	
893,65321	82305	
896,52844	82136	
899,40257	82625	
902,27561	82122	
905,14757	81902	
908,01843	82183	
910,88821	82099	
913,75689	81184	
916,62449	80619	
919,491	80508	
922,35642	80626	
925,22076	80958	
928,08401	80508	
930,94617	80439	
933,80725	80953	
936,66724	80319	
939,52615	79851	
942,38397	79913	
945,24071	79794	
948,09637	79574	
950,95094	80086	
953,80443	79717	
956,65684	78910	
959,50817	80014	
962,35841	78882	
965,20758	79055	
968,05566	79510	
970,90267	79327	
973,74859	79744	
976,59344	79893	
979,4372	80956	
982,27989	80254	
985,1215	80285	
987,96204	80986	
990,80149	80312	
993,63987	81439	
996,47718	80165	
999,31341	80179	
1002,1486	80885	
1004,9826	80023	
1007,8156	79832	
1010,6476	79454	
1013,4784	79396	
1016,3082	78589	
1019,1369	78923	
1021,9646	79618	
1024,7911	78107	
1027,6166	78203	
1030,441	78511	
1033,2644	78693	
1036,0867	78061	
1038,9079	78744	
1041,728	78106	
1044,5471	78409	
1047,3651	77954	
1050,1821	78771	
1052,9979	78830	
1055,8127	79455	
1058,6265	78949	
1061,4392	78592	
1064,2508	79374	
1067,0613	79310	
1069,8708	80037	
1072,6792	79412	
1075,4865	80077	
1078,2928	79609	
1081,098	78738	
1083,9022	79268	
1086,7053	79055	
1089,5073	78884	
1092,3083	79373	
1095,1082	79314	
1097,9071	80087	
1100,7049	81352	
1103,5016	80893	
1106,2973	80514	
1109,0919	80592	
1111,8854	81208	
1114,6779	80767	
1117,4694	79995	
1120,2598	81235	
1123,0491	80883	
1125,8374	79218	
1128,6246	80892	
1131,4107	79645	
1134,1958	81369	
1136,9799	80915	
1139,7629	81497	
1142,5448	81944	
1145,3257	83100	
1148,1056	85075	
1150,8843	85912	
1153,6621	88703	
1156,4387	90014	
1159,2144	92041	
1161,989	92493	
1164,7625	93000	
1167,535	94270	
1170,3064	93835	
1173,0768	92895	
1175,8461	91442	
1178,6144	89717	
1181,3816	88510	
1184,1478	86798	
1186,913	85629	
1189,6771	85366	
1192,4401	83924	
1195,2021	83959	
1197,9631	82502	
1200,723	82019	
1203,4819	81685	
1206,2397	81349	
1208,9965	81001	
1211,7522	80857	
1214,5069	80508	
1217,2606	80816	
1220,0132	80718	
1222,7648	80143	
1225,5153	80365	
1228,2648	81631	
1231,0132	80305	
1233,7607	81718	
1236,507	81089	
1239,2524	81905	
1241,9967	82490	
1244,7399	83636	
1247,4821	84374	
1250,2233	84792	
1252,9635	85536	
1255,7026	85865	
1258,4407	87275	
1261,1777	88165	
1263,9137	88966	
1266,6487	90865	
1269,3827	92776	
1272,1156	94243	
1274,8474	96449	
1277,5783	97592	
1280,3081	100538	
1283,0369	102420	
1285,7646	103713	
1288,4913	105110	
1291,217	105431	
1293,9417	105249	
1296,6653	105242	
1299,3879	103607	
1302,1095	101815	
1304,83	99758	
1307,5495	97432	
1310,268	96426	
1312,9855	95954	
1315,7019	95776	
1318,4173	94355	
1321,1317	95618	
1323,8451	97213	
1326,5574	98193	
1329,2687	100546	
1331,979	102403	
1334,6883	105088	
1337,3965	105217	
1340,1037	106325	
1342,8099	105528	
1345,5151	105075	
1348,2192	103721	
1350,9224	101178	
1353,6245	98373	
1356,3256	95392	
1359,0256	91075	
1361,7247	87863	
1364,4227	86158	
1367,1197	83622	
1369,8157	84259	
1372,5107	84307	
1375,2047	83233	
1377,8976	82042	
1380,5895	82377	
1383,2804	81945	
1385,9703	81957	
1388,6592	82648	
1391,3471	82594	
1394,034	82677	
1396,7198	82528	
1399,4046	82308	
1402,0884	81977	
1404,7712	81951	
1407,453	81740	
1410,1338	81791	
1412,8136	82708	
1415,4924	83035	
1418,1701	83205	
1420,8468	83427	
1423,5226	83268	
1426,1973	83948	
1428,871	82771	
1431,5437	83333	
1434,2154	84442	
1436,8861	83229	
1439,5558	84054	
1442,2245	82932	
1444,8922	83374	
1447,5588	83940	
1450,2245	84874	
1452,8891	84305	
1455,5528	85003	
1458,2155	86102	
1460,8771	86875	
1463,5377	87690	
1466,1974	88627	
1468,856	89825	
1471,5137	90459	
1474,1703	92454	
1476,826	94195	
1479,4806	96457	
1482,1342	97017	
1484,7869	97581	
1487,4385	97123	
1490,0892	96321	
1492,7388	96231	
1495,3875	94719	
1498,0351	92880	
1500,6818	90018	
1503,3274	86478	
1505,9721	83716	
1508,6157	81195	
1511,2584	80401	
1513,9001	78235	
1516,5408	78251	
1519,1805	76773	
1521,8192	76116	
1524,4569	75217	
1527,0936	74887	
1529,7293	74761	
1532,364	73584	
1534,9978	73936	
1537,6305	74155	
1540,2623	73665	
1542,893	73983	
1545,5228	73579	
1548,1516	74786	
1550,7794	74684	
1553,4062	74095	
1556,0321	74943	
1558,6569	74831	
1561,2807	75241	
1563,9036	75747	
1566,5255	75251	
1569,1464	76224	
1571,7663	76197	
1574,3852	76643	
1577,0032	75803	
1579,6201	75917	
1582,2361	76322	
1584,8511	74948	
1587,4651	74830	
1590,0781	72551	
1592,6902	72490	
1595,3012	70256	
1597,9113	69797	
1600,5204	68073	
1603,1285	68159	
1605,7357	67595	
1608,3419	67851	
1610,947	69354	
1613,5512	70695	
1616,1545	72470	
1618,7567	74787	
1621,358	75787	
1623,9583	75932	
1626,5576	76174	
1629,156	76504	
1631,7534	75717	
1634,3498	74605	
1636,9452	71956	
1639,5396	69194	
1642,1331	66853	
1644,7256	64142	
1647,3172	61678	
1649,9077	60226	
1652,4973	58650	
1655,0859	57323	
1657,6736	57167	
1660,2603	57023	
1662,846	57171	
1665,4307	56191	
1668,0145	55778	
1670,5973	55972	
1673,1791	55013	
1675,76	54926	
1678,3399	54539	
1680,9188	54551	
1683,4968	54313	
1686,0738	53907	
1688,6498	54313	
1691,2249	54236	
1693,799	54020	
1696,3721	53340	
1698,9443	54349	
1701,5155	53932	
1704,0858	54059	
1706,6551	54102	
1709,2234	53893	
1711,7907	53109	
1714,3571	53550	
1716,9226	53121	
1719,4871	52859	
1722,0506	52313	
1724,6132	52711	
1727,1748	52251	
1729,7354	52333	
1732,2951	51998	
1734,8538	52565	
1737,4116	52104	
1739,9684	51839	
1742,5243	51970	
1745,0792	51893	
1747,6331	51345	
1750,1861	50955	
1752,7381	51357	
1755,2892	51180	
1757,8394	50931	
1760,3885	50518	
1762,9368	50840	
1765,484	50748	
1768,0303	50894	
1770,5757	50802	
1773,1201	49878	
1775,6636	50815	
1778,2061	49915	
1780,7477	49345	
1783,2883	49933	
1785,8279	49966	
1788,3667	49664	
1790,9044	48855	
1793,4413	48469	
1795,9771	48895	
1798,5121	48734	
1801,046	48449	
1803,5791	48903	
1806,1112	48550	
1808,6423	49246	
1811,1725	48763	
1813,7017	48555	
1816,2301	48201	
1818,7574	48843	
1821,2838	47751	
1823,8093	48691	
1826,3339	48710	
1828,8575	48112	
1831,3801	48187	
1833,9018	48284	
1836,4226	47536	
1838,9424	46760	
1841,4613	47822	
1843,9793	48002	
1846,4963	48041	
1849,0124	47623	
1851,5275	47394	
1854,0417	46543	
1856,555	46684	
1859,0673	47400	
1861,5787	46769	
1864,0892	47117	
1866,5987	46655	
1869,1073	46805	
1871,6149	46438	
1874,1217	46733	
1876,6275	46437	
1879,1323	46662	
1881,6362	46046	
1884,1392	46017	
1886,6413	45980	
1889,1424	46670	
1891,6426	45518	
1894,1419	46283	
1896,6402	46000	
1899,1376	45462	
1901,6341	45583	
1904,1296	45077	
1906,6242	45553	
1909,1179	46001	
1911,6107	44962	
1914,1025	44879	
1916,5934	45418	
1919,0834	45640	
1921,5725	44663	
1924,0606	44836	
1926,5478	44721	
1929,0341	45023	
1931,5194	44861	
1934,0039	44662	
1936,4874	43770	
1938,97	44277	
1941,4516	44024	
1943,9324	43763	
1946,4122	44170	
1948,8911	43588	
1951,3691	43581	
1953,8461	43803	
1956,3223	43238	
1958,7975	43455	
1961,2718	43409	
1963,7452	44185	
1966,2177	43676	
1968,6892	43376	
1971,1598	43353	
1973,6296	43438	
1976,0984	43289	
1978,5662	43492	
1981,0332	43368	
1983,4993	43253	
1985,9644	42420	
1988,4286	43250	
1990,8919	42325	
